Phase,PhaseIdent,X(m),Y(m),MaterialId,ElementId,Ux(m),Uy(m),Utot(m),PUx(m),PUy(m),PUt(m),U1(m),U2(m),M2D(kNm/m),Q2D(kN/m),Nx2D(kN/m),Nz2D(kN/m),Tskin(kN/m),Tlat(kN/m)
Phase_13,Excavate to +14.2 [Phase_13],0.000000,12.062500,5,13,0.000352,-0.000234,0.000422,0.000772,0.000345,0.000846,0.000234,0.000352,194.991601,-83.110368,-104.828515,0.000000,46.614529,13.158408
Phase_13,Excavate to +14.2 [Phase_13],0.000000,11.925000,5,13,0.000377,-0.000233,0.000443,0.000751,0.000345,0.000826,0.000233,0.000377,183.677134,-81.471205,-101.957046,0.000000,43.218367,10.449414
Phase_13,Excavate to +14.2 [Phase_13],0.000000,11.787500,5,13,0.000400,-0.000232,0.000462,0.000729,0.000345,0.000807,0.000232,0.000400,172.568436,-80.124685,-99.541713,0.000000,39.979090,8.901311
Phase_13,Excavate to +14.2 [Phase_13],0.000000,11.650000,5,13,0.000420,-0.000232,0.000480,0.000708,0.000345,0.000788,0.000232,0.000420,161.631187,-79.036946,-97.579662,0.000000,37.514782,11.047994
Phase_13,Excavate to +14.2 [Phase_13],0.000000,11.650000,5,14,0.000420,-0.000232,0.000480,0.000708,0.000345,0.000788,0.000232,0.000420,161.631187,-78.936937,-97.527456,0.000000,37.514782,11.047994
Phase_13,Excavate to +14.2 [Phase_13],0.000000,11.562500,5,14,0.000432,-0.000231,0.000490,0.000695,0.000345,0.000776,0.000231,0.000432,154.782280,-77.597251,-96.404837,0.000000,36.855501,16.784284
Phase_13,Excavate to +14.2 [Phase_13],0.000000,11.475000,5,14,0.000442,-0.000231,0.000499,0.000682,0.000345,0.000764,0.000231,0.000442,148.059575,-75.991976,-95.289848,0.000000,36.659392,20.117551
Phase_13,Excavate to +14.2 [Phase_13],0.000000,11.387500,5,14,0.000452,-0.000230,0.000508,0.000669,0.000345,0.000753,0.000230,0.000452,141.487699,-74.143532,-94.176475,0.000000,36.818578,22.343033
Phase_13,Excavate to +14.2 [Phase_13],0.000000,11.300000,5,14,0.000461,-0.000230,0.000516,0.000657,0.000345,0.000742,0.000230,0.000461,135.090727,-72.074339,-93.058702,0.000000,37.076658,23.975420
Phase_13,Excavate to +14.2 [Phase_13],0.000000,11.300000,5,15,0.000461,-0.000230,0.000516,0.000657,0.000345,0.000742,0.000230,0.000461,135.090727,-72.130980,-93.052392,0.000000,37.076658,23.975420
Phase_13,Excavate to +14.2 [Phase_13],0.000000,11.175000,5,15,0.000473,-0.000229,0.000526,0.000639,0.000344,0.000726,0.000229,0.000473,126.271753,-68.983515,-91.415844,0.000000,37.216473,25.584025
Phase_13,Excavate to +14.2 [Phase_13],0.000000,11.050000,5,15,0.000484,-0.000229,0.000535,0.000622,0.000344,0.000711,0.000229,0.000484,117.849557,-65.729599,-89.761403,0.000000,37.363108,26.583342
Phase_13,Excavate to +14.2 [Phase_13],0.000000,10.925000,5,15,0.000493,-0.000228,0.000543,0.000605,0.000344,0.000696,0.000228,0.000493,109.839219,-62.387719,-88.091489,0.000000,37.464055,26.991615
Phase_13,Excavate to +14.2 [Phase_13],0.000000,10.800000,5,15,0.000500,-0.000228,0.000550,0.000588,0.000344,0.000682,0.000228,0.000500,102.255245,-58.976359,-86.408525,0.000000,37.519358,27.041871
Phase_13,Excavate to +14.2 [Phase_13],0.000000,10.800000,5,16,0.000500,-0.000228,0.000550,0.000588,0.000344,0.000682,0.000228,0.000500,102.255245,-59.006448,-86.411056,0.000000,37.519358,27.041871
Phase_13,Excavate to +14.2 [Phase_13],0.000000,10.675000,5,16,0.000507,-0.000227,0.000556,0.000572,0.000344,0.000668,0.000227,0.000507,95.092666,-55.630179,-84.732123,0.000000,37.436417,26.742375
Phase_13,Excavate to +14.2 [Phase_13],0.000000,10.550000,5,16,0.000513,-0.000227,0.000560,0.000557,0.000344,0.000655,0.000227,0.000513,88.345153,-52.319759,-83.065283,0.000000,37.337853,26.248513
Phase_13,Excavate to +14.2 [Phase_13],0.000000,10.425000,5,16,0.000517,-0.000226,0.000564,0.000542,0.000343,0.000642,0.000226,0.000517,82.006657,-49.082502,-81.412442,0.000000,37.212414,25.571652
Phase_13,Excavate to +14.2 [Phase_13],0.000000,10.300000,5,16,0.000521,-0.000226,0.000568,0.000528,0.000343,0.000630,0.000226,0.000521,76.070981,-45.925720,-79.775505,0.000000,37.064653,24.782754
Phase_13,Excavate to +14.2 [Phase_13],0.000000,10.300000,5,17,0.000521,-0.000226,0.000568,0.000528,0.000343,0.000630,0.000226,0.000521,76.070981,-45.933220,-79.776205,0.000000,37.064653,24.782754
Phase_13,Excavate to +14.2 [Phase_13],0.000000,10.192857,5,17,0.000523,-0.000225,0.000570,0.000516,0.000343,0.000620,0.000225,0.000523,71.291576,-43.316132,-78.389654,0.000000,36.928956,24.026869
Phase_13,Excavate to +14.2 [Phase_13],0.000000,10.085714,5,17,0.000525,-0.000225,0.000571,0.000505,0.000343,0.000610,0.000225,0.000525,66.786000,-40.784849,-77.017348,0.000000,36.787606,23.221534
Phase_13,Excavate to +14.2 [Phase_13],0.000000,9.978571,5,17,0.000526,-0.000224,0.000572,0.000493,0.000343,0.000601,0.000224,0.000526,62.546785,-38.342122,-75.660301,0.000000,36.644106,22.373643
Phase_13,Excavate to +14.2 [Phase_13],0.000000,9.871429,5,17,0.000527,-0.000224,0.000573,0.000483,0.000342,0.000592,0.000224,0.000527,58.566462,-35.990702,-74.319525,0.000000,36.502858,21.506670
Phase_13,Excavate to +14.2 [Phase_13],0.000000,9.871429,5,18,0.000527,-0.000224,0.000573,0.000483,0.000342,0.000592,0.000224,0.000527,58.566462,-35.991168,-74.318683,0.000000,36.502858,21.506670
Phase_13,Excavate to +14.2 [Phase_13],0.000000,9.764286,5,18,0.000528,-0.000223,0.000573,0.000472,0.000342,0.000583,0.000223,0.000528,54.832798,-33.735135,-72.993046,0.000000,36.363950,20.610660
Phase_13,Excavate to +14.2 [Phase_13],0.000000,9.657143,5,18,0.000527,-0.000223,0.000573,0.000462,0.000342,0.000575,0.000223,0.000527,51.334170,-31.575034,-71.680931,0.000000,36.228255,19.704376
Phase_13,Excavate to +14.2 [Phase_13],0.000000,9.550000,5,18,0.000527,-0.000223,0.000572,0.000452,0.000342,0.000567,0.000223,0.000527,48.061668,-29.512612,-70.383187,0.000000,36.095687,18.787132
Phase_13,Excavate to +14.2 [Phase_13],0.000000,9.442857,5,18,0.000526,-0.000222,0.000571,0.000443,0.000342,0.000559,0.000222,0.000526,45.006400,-27.549614,-69.100659,0.000000,35.965441,17.866255
Phase_13,Excavate to +14.2 [Phase_13],0.000000,9.442857,5,19,0.000526,-0.000222,0.000571,0.000443,0.000342,0.000559,0.000222,0.000526,45.006400,-27.548725,-69.099753,0.000000,35.965441,17.866255
Phase_13,Excavate to +14.2 [Phase_13],0.000000,9.335714,5,19,0.000525,-0.000222,0.000570,0.000434,0.000341,0.000552,0.000222,0.000525,42.156087,-25.684879,-67.831003,0.000000,35.839860,16.947366
Phase_13,Excavate to +14.2 [Phase_13],0.000000,9.228571,5,19,0.000523,-0.000221,0.000568,0.000425,0.000341,0.000545,0.000221,0.000523,39.499119,-23.917659,-66.574291,0.000000,35.718463,16.031805
Phase_13,Excavate to +14.2 [Phase_13],0.000000,9.121429,5,19,0.000521,-0.000221,0.000566,0.000416,0.000341,0.000538,0.000221,0.000521,37.026204,-22.248084,-65.330429,0.000000,35.599949,15.124455
Phase_13,Excavate to +14.2 [Phase_13],0.000000,9.014286,5,19,0.000519,-0.000221,0.000564,0.000408,0.000341,0.000532,0.000221,0.000519,34.728080,-20.677174,-64.100232,0.000000,35.481424,14.229202
Phase_13,Excavate to +14.2 [Phase_13],0.000000,9.014286,5,20,0.000519,-0.000221,0.000564,0.000408,0.000341,0.000532,0.000221,0.000519,34.728080,-20.675477,-64.099755,0.000000,35.481424,14.229202
Phase_13,Excavate to +14.2 [Phase_13],0.000000,8.907143,5,20,0.000516,-0.000220,0.000561,0.000400,0.000340,0.000525,0.000220,0.000516,32.593207,-19.199597,-62.880299,0.000000,35.393535,13.346796
Phase_13,Excavate to +14.2 [Phase_13],0.000000,8.800000,5,20,0.000514,-0.000220,0.000559,0.000392,0.000340,0.000519,0.000220,0.000514,30.610643,-17.815923,-61.669890,0.000000,35.301360,12.473256
Phase_13,Excavate to +14.2 [Phase_13],0.000000,8.692857,5,20,0.000510,-0.000220,0.000556,0.000385,0.000340,0.000513,0.000220,0.000510,28.771314,-16.525060,-60.469397,0.000000,35.208427,11.614138
Phase_13,Excavate to +14.2 [Phase_13],0.000000,8.585714,5,20,0.000507,-0.000219,0.000553,0.000378,0.000340,0.000508,0.000219,0.000507,27.066171,-15.327613,-59.279686,0.000000,35.119412,10.779418
Phase_13,Excavate to +14.2 [Phase_13],0.000000,8.585714,5,21,0.000507,-0.000219,0.000553,0.000378,0.000340,0.000508,0.000219,0.000507,27.066171,-15.325192,-59.279290,0.000000,35.119412,10.779418
Phase_13,Excavate to +14.2 [Phase_13],0.000000,8.478571,5,21,0.000504,-0.000219,0.000549,0.000371,0.000339,0.000502,0.000219,0.000504,25.484696,-14.216354,-58.098622,0.000000,35.026275,9.954909
Phase_13,Excavate to +14.2 [Phase_13],0.000000,8.371429,5,21,0.000500,-0.000219,0.000546,0.000364,0.000339,0.000497,0.000219,0.000500,24.016813,-13.192482,-56.927983,0.000000,34.929300,9.148164
Phase_13,Excavate to +14.2 [Phase_13],0.000000,8.264286,5,21,0.000496,-0.000218,0.000542,0.000357,0.000339,0.000492,0.000218,0.000496,22.654046,-12.253669,-55.768555,0.000000,34.816996,8.366975
Phase_13,Excavate to +14.2 [Phase_13],0.000000,8.157143,5,21,0.000492,-0.000218,0.000538,0.000351,0.000338,0.000487,0.000218,0.000492,21.387950,-11.400007,-54.621518,0.000000,34.687649,7.629018
Phase_13,Excavate to +14.2 [Phase_13],0.000000,8.157143,5,22,0.000492,-0.000218,0.000538,0.000351,0.000338,0.000487,0.000218,0.000492,21.387950,-11.395291,-54.623921,0.000000,34.687649,7.629018
Phase_13,Excavate to +14.2 [Phase_13],0.000000,8.050000,5,22,0.000488,-0.000218,0.000534,0.000344,0.000338,0.000483,0.000218,0.000488,20.209319,-10.622751,-53.489262,0.000000,34.540343,6.876100
Phase_13,Excavate to +14.2 [Phase_13],0.000000,7.942857,5,22,0.000483,-0.000217,0.000530,0.000338,0.000338,0.000478,0.000217,0.000483,19.109099,-9.922249,-52.376383,0.000000,34.345032,6.192023
Phase_13,Excavate to +14.2 [Phase_13],0.000000,7.835714,5,22,0.000479,-0.000217,0.000526,0.000332,0.000337,0.000474,0.000217,0.000479,18.080065,-9.293646,-51.287333,0.000000,34.095506,5.533831
Phase_13,Excavate to +14.2 [Phase_13],0.000000,7.728571,5,22,0.000474,-0.000217,0.000521,0.000326,0.000337,0.000469,0.000217,0.000474,17.115018,-8.736805,-50.224157,0.000000,33.803649,4.922697
Phase_13,Excavate to +14.2 [Phase_13],0.000000,7.728571,5,23,0.000474,-0.000217,0.000521,0.000326,0.000337,0.000469,0.000217,0.000474,17.115018,-8.731615,-50.228723,0.000000,33.803649,4.922697
Phase_13,Excavate to +14.2 [Phase_13],0.000000,7.621429,5,23,0.000469,-0.000217,0.000517,0.000321,0.000337,0.000465,0.000217,0.000469,16.206512,-8.239740,-49.198650,0.000000,33.447468,4.356855
Phase_13,Excavate to +14.2 [Phase_13],0.000000,7.514286,5,23,0.000464,-0.000216,0.000512,0.000315,0.000336,0.000461,0.000216,0.000464,15.347546,-7.798836,-48.215876,0.000000,32.998139,3.855646
Phase_13,Excavate to +14.2 [Phase_13],0.000000,7.407143,5,23,0.000459,-0.000216,0.000507,0.000309,0.000336,0.000457,0.000216,0.000459,14.533184,-7.407306,-47.280949,0.000000,32.554208,3.435096
Phase_13,Excavate to +14.2 [Phase_13],0.000000,7.300000,5,23,0.000454,-0.000216,0.000503,0.000304,0.000336,0.000453,0.000216,0.000454,13.758555,-7.063554,-46.394420,0.000000,32.148007,3.051355
Phase_13,Excavate to +14.2 [Phase_13],0.000000,7.300000,5,24,0.000454,-0.000216,0.000503,0.000304,0.000336,0.000453,0.000216,0.000454,13.758555,-7.059958,-46.391674,0.000000,32.148007,3.051355
Phase_13,Excavate to +14.2 [Phase_13],0.000000,7.192857,5,24,0.000449,-0.000216,0.000498,0.000299,0.000335,0.000449,0.000216,0.000449,13.018978,-6.754341,-45.546674,0.000000,31.768731,2.695450
Phase_13,Excavate to +14.2 [Phase_13],0.000000,7.085714,5,24,0.000443,-0.000215,0.000493,0.000293,0.000335,0.000445,0.000215,0.000443,12.309990,-6.482697,-44.738663,0.000000,31.412014,2.368290
Phase_13,Excavate to +14.2 [Phase_13],0.000000,6.978571,5,24,0.000437,-0.000215,0.000487,0.000288,0.000335,0.000442,0.000215,0.000437,11.628314,-6.244506,-43.967675,0.000000,31.077542,2.070903
Phase_13,Excavate to +14.2 [Phase_13],0.000000,6.871429,5,24,0.000432,-0.000215,0.000482,0.000283,0.000334,0.000438,0.000215,0.000432,10.970699,-6.039252,-43.233747,0.000000,30.763213,1.800153
Phase_13,Excavate to +14.2 [Phase_13],0.000000,6.871429,5,25,0.000432,-0.000215,0.000482,0.000283,0.000334,0.000438,0.000215,0.000432,10.970699,-6.036681,-43.231643,0.000000,30.763213,1.800153
Phase_13,Excavate to +14.2 [Phase_13],0.000000,6.764286,5,25,0.000426,-0.000215,0.000477,0.000278,0.000334,0.000434,0.000215,0.000426,10.333783,-5.858900,-42.530129,0.000000,30.468614,1.558011
Phase_13,Excavate to +14.2 [Phase_13],0.000000,6.657143,5,25,0.000420,-0.000214,0.000472,0.000273,0.000334,0.000431,0.000214,0.000420,9.714437,-5.703124,-41.857159,0.000000,30.192693,1.343379
Phase_13,Excavate to +14.2 [Phase_13],0.000000,6.550000,5,25,0.000414,-0.000214,0.000466,0.000268,0.000333,0.000428,0.000214,0.000414,9.110638,-5.568766,-41.212769,0.000000,29.935071,1.158173
Phase_13,Excavate to +14.2 [Phase_13],0.000000,6.442857,5,25,0.000408,-0.000214,0.000461,0.000263,0.000333,0.000424,0.000214,0.000408,8.520385,-5.455238,-40.596994,0.000000,29.694784,1.001489
Phase_13,Excavate to +14.2 [Phase_13],0.000000,6.442857,5,26,0.000408,-0.000214,0.000461,0.000263,0.000333,0.000424,0.000214,0.000408,8.520385,-5.452488,-40.595192,0.000000,29.694784,1.001489
Phase_13,Excavate to +14.2 [Phase_13],0.000000,6.335714,5,26,0.000402,-0.000214,0.000455,0.000258,0.000333,0.000421,0.000214,0.000402,7.941672,-5.354263,-40.004104,0.000000,29.471562,0.876039
Phase_13,Excavate to +14.2 [Phase_13],0.000000,6.228571,5,26,0.000396,-0.000213,0.000450,0.000253,0.000332,0.000418,0.000213,0.000396,7.372718,-5.265094,-39.434315,0.000000,29.264627,0.781290
Phase_13,Excavate to +14.2 [Phase_13],0.000000,6.121429,5,26,0.000390,-0.000213,0.000444,0.000248,0.000332,0.000414,0.000213,0.000390,6.812880,-5.184237,-38.885847,0.000000,29.073502,0.720873
Phase_13,Excavate to +14.2 [Phase_13],0.000000,6.014286,5,26,0.000384,-0.000213,0.000439,0.000243,0.000332,0.000411,0.000213,0.000384,6.261541,-5.110947,-38.358726,0.000000,28.897051,0.694355
Phase_13,Excavate to +14.2 [Phase_13],0.000000,6.014286,5,27,0.000384,-0.000213,0.000439,0.000243,0.000332,0.000411,0.000213,0.000384,6.261541,-5.107626,-38.357294,0.000000,28.897051,0.694355
Phase_13,Excavate to +14.2 [Phase_13],0.000000,5.907143,5,27,0.000377,-0.000213,0.000433,0.000238,0.000332,0.000408,0.000213,0.000377,5.718231,-5.035560,-37.848052,0.000000,28.734377,0.705567
Phase_13,Excavate to +14.2 [Phase_13],0.000000,5.800000,5,27,0.000371,-0.000213,0.000427,0.000233,0.000331,0.000405,0.000213,0.000371,5.182727,-4.956843,-37.354317,0.000000,28.583506,0.754771
Phase_13,Excavate to +14.2 [Phase_13],0.000000,5.692857,5,27,0.000364,-0.000212,0.000422,0.000228,0.000331,0.000402,0.000212,0.000364,4.656076,-4.870509,-36.876189,0.000000,28.443020,0.847787
Phase_13,Excavate to +14.2 [Phase_13],0.000000,5.585714,5,27,0.000358,-0.000212,0.000416,0.000223,0.000331,0.000399,0.000212,0.000358,4.139356,-4.775587,-36.413767,0.000000,28.308350,0.984619
Phase_13,Excavate to +14.2 [Phase_13],0.000000,5.585714,5,28,0.000358,-0.000212,0.000416,0.000223,0.000331,0.000399,0.000212,0.000358,4.139356,-4.771161,-36.413563,0.000000,28.308350,0.984619
Phase_13,Excavate to +14.2 [Phase_13],0.000000,5.478571,5,28,0.000352,-0.000212,0.000410,0.000218,0.000330,0.000396,0.000212,0.000352,3.634014,-4.659684,-35.964370,0.000000,28.175749,1.171519
Phase_13,Excavate to +14.2 [Phase_13],0.000000,5.371429,5,28,0.000345,-0.000212,0.000405,0.000213,0.000330,0.000393,0.000212,0.000345,3.141832,-4.520695,-35.530039,0.000000,28.038818,1.410234
Phase_13,Excavate to +14.2 [Phase_13],0.000000,5.264286,5,28,0.000338,-0.000212,0.000399,0.000208,0.000330,0.000390,0.000212,0.000338,2.666099,-4.352876,-35.111253,0.000000,27.885545,1.709727
Phase_13,Excavate to +14.2 [Phase_13],0.000000,5.157143,5,28,0.000332,-0.000211,0.000393,0.000204,0.000330,0.000387,0.000211,0.000332,2.210152,-4.154911,-34.708695,0.000000,27.700973,2.066887
Phase_13,Excavate to +14.2 [Phase_13],0.000000,5.157143,5,29,0.000332,-0.000211,0.000393,0.000204,0.000330,0.000387,0.000211,0.000332,2.210152,-4.148365,-34.713210,0.000000,27.700973,2.066887
Phase_13,Excavate to +14.2 [Phase_13],0.000000,5.050000,5,29,0.000325,-0.000211,0.000388,0.000199,0.000329,0.000385,0.000211,0.000325,1.778059,-3.909752,-34.328518,0.000000,27.482330,2.507423
Phase_13,Excavate to +14.2 [Phase_13],0.000000,4.942857,5,29,0.000319,-0.000211,0.000382,0.000194,0.000329,0.000382,0.000211,0.000319,1.374451,-3.612132,-33.977653,0.000000,27.188019,3.024370
Phase_13,Excavate to +14.2 [Phase_13],0.000000,4.835714,5,29,0.000312,-0.000211,0.000377,0.000189,0.000329,0.000379,0.000211,0.000312,1.006044,-3.253095,-33.662819,0.000000,26.809682,3.653997
Phase_13,Excavate to +14.2 [Phase_13],0.000000,4.728571,5,29,0.000306,-0.000211,0.000371,0.000184,0.000329,0.000377,0.000211,0.000306,0.679640,-2.830232,-33.386219,0.000000,26.354969,4.430673
Phase_13,Excavate to +14.2 [Phase_13],0.000000,4.728571,5,30,0.000306,-0.000211,0.000371,0.000184,0.000329,0.000377,0.000211,0.000306,0.679640,-2.818776,-33.488621,0.000000,26.354969,4.430673
Phase_13,Excavate to +14.2 [Phase_13],0.000000,4.621429,5,30,0.000299,-0.000210,0.000366,0.000179,0.000328,0.000374,0.000210,0.000299,0.404382,-2.301716,-33.104083,0.000000,25.856111,5.383745
Phase_13,Excavate to +14.2 [Phase_13],0.000000,4.514286,5,30,0.000292,-0.000210,0.000360,0.000174,0.000328,0.000371,0.000210,0.000292,0.190600,-1.667311,-33.065765,0.000000,23.774856,6.409871
Phase_13,Excavate to +14.2 [Phase_13],0.000000,4.407143,5,30,0.000286,-0.000210,0.000355,0.000169,0.000328,0.000369,0.000210,0.000286,0.051382,-0.910664,-33.469312,0.000000,17.607054,7.665840
Phase_13,Excavate to +14.2 [Phase_13],0.000000,4.300000,5,30,0.000279,-0.000210,0.000349,0.000164,0.000328,0.000367,0.000210,0.000279,0.000000,-0.026879,-34.410371,0.000000,6.593937,9.644917
Phase_3,Excavate to +11.3 [Phase_3],0.000000,18.200000,5,1,-0.004864,-0.000497,0.004889,0.000207,-0.000242,0.000318,0.000497,-0.004864,0.000000,204.994611,1.737914,0.000000,0.000000,0.000000
Phase_3,Excavate to +11.3 [Phase_3],0.000000,18.075000,5,1,-0.004612,-0.000497,0.004639,0.000279,-0.000242,0.000370,0.000497,-0.004612,25.456062,202.372266,-1.512565,0.000000,-1.866650,-21.318977
Phase_3,Excavate to +11.3 [Phase_3],0.000000,17.950000,5,1,-0.004361,-0.000497,0.004389,0.000352,-0.000242,0.000427,0.000497,-0.004361,50.588516,199.650596,-4.719305,0.000000,-0.908152,-22.501123
Phase_3,Excavate to +11.3 [Phase_3],0.000000,17.825000,5,1,-0.004110,-0.000497,0.004140,0.000424,-0.000242,0.000489,0.000497,-0.004110,75.377823,196.870719,-7.937447,0.000000,-2.049089,-22.250385
Phase_3,Excavate to +11.3 [Phase_3],0.000000,17.700000,5,1,-0.003860,-0.000496,0.003892,0.000497,-0.000242,0.000553,0.000496,-0.003860,99.805898,194.073754,-11.222129,0.000000,-2.620211,-22.664410
Phase_3,Excavate to +11.3 [Phase_3],0.000000,17.700000,5,2,-0.003860,-0.000496,0.003892,0.000497,-0.000242,0.000553,0.000496,-0.003860,99.805898,194.069695,-11.176363,0.000000,-2.674905,-22.664410
Phase_3,Excavate to +11.3 [Phase_3],0.000000,17.575000,5,2,-0.003612,-0.000496,0.003646,0.000569,-0.000242,0.000618,0.000496,-0.003612,123.881005,191.200627,-14.655725,0.000000,-3.513308,-23.100783
Phase_3,Excavate to +11.3 [Phase_3],0.000000,17.450000,5,2,-0.003365,-0.000496,0.003401,0.000641,-0.000242,0.000685,0.000496,-0.003365,147.603097,188.273669,-18.083987,0.000000,-3.542604,-24.129034
Phase_3,Excavate to +11.3 [Phase_3],0.000000,17.325000,5,2,-0.003120,-0.000496,0.003159,0.000712,-0.000242,0.000752,0.000496,-0.003120,170.960330,185.347427,-21.414317,0.000000,-1.946219,-23.089318
Phase_3,Excavate to +11.3 [Phase_3],0.000000,17.200000,5,2,-0.002877,-0.000496,0.002919,0.000783,-0.000242,0.000820,0.000496,-0.002877,193.942971,182.480508,-24.599882,0.000000,2.785504,-17.222870
Phase_3,Excavate to +11.3 [Phase_3],0.000000,17.200000,5,3,-0.002877,-0.000496,0.002919,0.000783,-0.000242,0.000820,0.000496,-0.002877,193.942971,182.636681,-24.456471,0.000000,3.326175,-17.222870
Phase_3,Excavate to +11.3 [Phase_3],0.000000,17.075000,5,3,-0.002636,-0.000496,0.002682,0.000854,-0.000242,0.000887,0.000496,-0.002636,216.643374,180.640320,-27.115891,0.000000,2.261626,-16.204001
