Phase,PhaseIdent,X(m),Y(m),MaterialId,ElementId,Ux(m),Uy(m),Utot(m),PUx(m),PUy(m),PUt(m),U1(m),U2(m),M2D(kNm/m),Q2D(kN/m),Nx2D(kN/m),Nz2D(kN/m),Tskin(kN/m),Tlat(kN/m)
Phase_12,Remove temp prop [Phase_12],0.000000,14.700000,5,8,0.013028,-0.000644,0.013044,0.011852,0.000005,0.011852,0.000644,0.013028,-57.215646,-53.565033,-108.905807,0.000000,-10.312775,-31.555168
Phase_12,Remove temp prop [Phase_12],0.000000,14.575000,5,8,0.012726,-0.000644,0.012743,0.011406,0.000005,0.011406,0.000644,0.012726,-64.149205,-57.508685,-113.031810,0.000000,-9.858313,-33.255793
Phase_12,Remove temp prop [Phase_12],0.000000,14.450000,5,8,0.012425,-0.000643,0.012442,0.010967,0.000005,0.010967,0.000643,0.012425,-71.614549,-61.940559,-117.416800,0.000000,-12.830154,-38.826775
Phase_12,Remove temp prop [Phase_12],0.000000,14.325000,5,8,0.012124,-0.000642,0.012141,0.010536,0.000005,0.010536,0.000642,0.012124,-79.651275,-66.693041,-121.967702,0.000000,-12.513201,-38.386093
Phase_12,Remove temp prop [Phase_12],0.000000,14.200000,5,8,0.011825,-0.000641,0.011842,0.010111,0.000005,0.010111,0.000641,0.011825,-88.292781,-71.598521,-126.591443,0.000000,-13.380419,-46.484659
Phase_12,Remove temp prop [Phase_12],0.000000,14.200000,5,9,0.011825,-0.000641,0.011842,0.010111,0.000005,0.010111,0.000641,0.011825,-88.292781,-72.017204,-126.686402,0.000000,-14.513420,-42.274097
Phase_12,Remove temp prop [Phase_12],0.000000,14.075000,5,9,0.011526,-0.000641,0.011544,0.009695,0.000005,0.009695,0.000641,0.011526,-97.597770,-77.000031,-131.237972,0.000000,-12.531183,-41.578617
Phase_12,Remove temp prop [Phase_12],0.000000,13.950000,5,9,0.011228,-0.000640,0.011247,0.009285,0.000005,0.009285,0.000640,0.011228,-107.563788,-82.458786,-135.842145,0.000000,-13.219192,-46.656535
Phase_12,Remove temp prop [Phase_12],0.000000,13.825000,5,9,0.010932,-0.000639,0.010950,0.008884,0.000005,0.008884,0.000639,0.010932,-118.231615,-88.262927,-140.467165,0.000000,-12.864772,-47.105409
Phase_12,Remove temp prop [Phase_12],0.000000,13.700000,5,9,0.010637,-0.000638,0.010656,0.008490,0.000006,0.008490,0.000638,0.010637,-129.637287,-94.281916,-145.081276,0.000000,-15.231685,-48.951795
Phase_12,Remove temp prop [Phase_12],0.000000,13.700000,5,10,0.010637,-0.000638,0.010656,0.008490,0.000006,0.008490,0.000638,0.010637,-129.637287,-94.327537,-145.208633,0.000000,-15.226101,-48.899980
Phase_12,Remove temp prop [Phase_12],0.000000,13.575000,5,10,0.010343,-0.000637,0.010362,0.008104,0.000006,0.008104,0.000637,0.010343,-141.802721,-100.426372,-149.993780,0.000000,-14.111626,-49.955652
Phase_12,Remove temp prop [Phase_12],0.000000,13.450000,5,10,0.010051,-0.000636,0.010071,0.007726,0.000006,0.007726,0.000636,0.010051,-154.757375,-106.833322,-154.750128,0.000000,-13.896149,-52.880858
Phase_12,Remove temp prop [Phase_12],0.000000,13.325000,5,10,0.009760,-0.000635,0.009781,0.007357,0.000006,0.007357,0.000635,0.009760,-168.527851,-113.495474,-159.470287,0.000000,-13.532527,-54.039315
Phase_12,Remove temp prop [Phase_12],0.000000,13.200000,5,10,0.009472,-0.000634,0.009493,0.006995,0.000006,0.006995,0.000634,0.009472,-183.139004,-120.359912,-164.146865,0.000000,-15.899407,-56.176991
Phase_12,Remove temp prop [Phase_12],0.000000,13.200000,5,11,0.009472,-0.000634,0.009493,0.006995,0.000006,0.006995,0.000634,0.009472,-183.139004,-120.427436,-164.278954,0.000000,-15.986737,-56.308335
Phase_12,Remove temp prop [Phase_12],0.000000,13.075000,5,11,0.009185,-0.000633,0.009207,0.006642,0.000006,0.006642,0.000633,0.009185,-198.622751,-127.419448,-169.183382,0.000000,-14.934222,-56.853021
Phase_12,Remove temp prop [Phase_12],0.000000,12.950000,5,11,0.008901,-0.000632,0.008923,0.006298,0.000007,0.006298,0.000632,0.008901,-215.004586,-134.653682,-174.081200,0.000000,-16.384660,-59.147301
Phase_12,Remove temp prop [Phase_12],0.000000,12.825000,5,11,0.008619,-0.000630,0.008642,0.005962,0.000007,0.005962,0.000630,0.008619,-232.302213,-142.086305,-178.820209,0.000000,-12.393010,-60.027585
Phase_12,Remove temp prop [Phase_12],0.000000,12.700000,5,11,0.008340,-0.000629,0.008363,0.005635,0.000007,0.005635,0.000629,0.008340,-250.531966,-149.673483,-183.248212,0.000000,-10.781255,-46.020023
Phase_12,Remove temp prop [Phase_12],0.000000,12.700000,5,12,0.008340,-0.000629,0.008363,0.005635,0.000007,0.005635,0.000629,0.008340,-250.531966,-150.403727,-183.324119,0.000000,-17.769435,-100.523457
Phase_12,Remove temp prop [Phase_12],0.000000,12.575000,5,12,0.008063,-0.000628,0.008088,0.005317,0.000007,0.005317,0.000628,0.008063,-269.850152,-158.844312,-188.219006,0.000000,-14.120000,-68.465218
Phase_12,Remove temp prop [Phase_12],0.000000,12.450000,5,12,0.007790,-0.000627,0.007815,0.005008,0.000007,0.005008,0.000627,0.007790,-290.257444,-167.588541,-192.750029,0.000000,-8.046599,-72.751655
Phase_12,Remove temp prop [Phase_12],0.000000,12.325000,5,12,0.007520,-0.000626,0.007546,0.004708,0.000007,0.004708,0.000626,0.007520,-311.761637,-176.444840,-197.218982,0.000000,-13.126771,-70.258528
Phase_12,Remove temp prop [Phase_12],0.000000,12.200000,5,12,0.007253,-0.000624,0.007280,0.004418,0.000007,0.004418,0.000624,0.007253,-334.363588,-185.221634,-201.927658,0.000000,-7.416914,-27.609995
Phase_12,Remove temp prop [Phase_12],0.000000,12.200000,5,13,0.007253,-0.000624,0.007280,0.004418,0.000007,0.004418,0.000624,0.007253,-334.363588,-184.407671,-201.796584,0.000000,-21.360712,-79.516785
Phase_12,Remove temp prop [Phase_12],0.000000,12.062500,5,13,0.006964,-0.000623,0.006992,0.004109,0.000008,0.004109,0.000623,0.006964,-360.282423,-192.549260,-207.386053,0.000000,-15.294144,-58.855765
Phase_12,Remove temp prop [Phase_12],0.000000,11.925000,5,13,0.006681,-0.000621,0.006709,0.003812,0.000008,0.003812,0.000621,0.006681,-387.297791,-200.400106,-212.537125,0.000000,-10.150561,-52.012170
Phase_12,Remove temp prop [Phase_12],0.000000,11.787500,5,13,0.006402,-0.000620,0.006432,0.003526,0.000008,0.003526,0.000620,0.006402,-415.414580,-208.455966,-217.452556,0.000000,-11.866266,-61.838117
Phase_12,Remove temp prop [Phase_12],0.000000,11.650000,5,13,0.006130,-0.000618,0.006161,0.003252,0.000008,0.003252,0.000618,0.006130,-444.658808,-217.212598,-222.335102,0.000000,46.724472,1091.444097
Phase_12,Remove temp prop [Phase_12],0.000000,11.650000,5,14,0.006130,-0.000618,0.006161,0.003252,0.000008,0.003252,0.000618,0.006130,-444.658808,-141.171777,-216.603475,0.000000,92.757716,1091.444097
Phase_12,Remove temp prop [Phase_12],0.000000,11.562500,5,14,0.005960,-0.000617,0.005992,0.003085,0.000008,0.003085,0.000617,0.005960,-456.561007,-131.377378,-220.160243,0.000000,-7.222968,108.984234
Phase_12,Remove temp prop [Phase_12],0.000000,11.475000,5,14,0.005794,-0.000616,0.005826,0.002924,0.000008,0.002924,0.000616,0.005794,-467.688882,-122.673974,-221.845840,0.000000,23.057399,74.367765
Phase_12,Remove temp prop [Phase_12],0.000000,11.387500,5,14,0.005630,-0.000615,0.005663,0.002767,0.000008,0.002767,0.000615,0.005630,-478.022106,-113.565522,-222.264186,0.000000,21.745939,118.243466
Phase_12,Remove temp prop [Phase_12],0.000000,11.300000,5,14,0.005469,-0.000614,0.005503,0.002615,0.000008,0.002615,0.000614,0.005469,-487.500201,-102.555981,-222.019197,0.000000,17.294761,156.559145
Phase_12,Remove temp prop [Phase_12],0.000000,11.300000,5,15,0.005469,-0.000614,0.005503,0.002615,0.000008,0.002615,0.000614,0.005469,-487.500201,-101.835908,-222.020108,0.000000,29.830519,156.559145
Phase_12,Remove temp prop [Phase_12],0.000000,11.175000,5,15,0.005244,-0.000613,0.005280,0.002406,0.000008,0.002406,0.000613,0.005244,-499.072363,-83.657865,-222.187225,0.000000,25.373802,137.991991
Phase_12,Remove temp prop [Phase_12],0.000000,11.050000,5,15,0.005025,-0.000611,0.005062,0.002208,0.000008,0.002208,0.000611,0.005025,-508.490731,-67.329797,-221.726907,0.000000,29.390221,123.434846
Phase_12,Remove temp prop [Phase_12],0.000000,10.925000,5,15,0.004813,-0.000610,0.004851,0.002019,0.000008,0.002019,0.000610,0.004813,-515.987535,-52.894732,-220.542611,0.000000,36.958697,107.700658
Phase_12,Remove temp prop [Phase_12],0.000000,10.800000,5,15,0.004607,-0.000608,0.004647,0.001840,0.000008,0.001840,0.000608,0.004607,-521.796016,-40.395697,-218.537796,0.000000,45.224480,96.580210
Phase_12,Remove temp prop [Phase_12],0.000000,10.800000,5,16,0.004607,-0.000608,0.004647,0.001840,0.000008,0.001840,0.000608,0.004607,-521.796016,-40.382340,-218.455050,0.000000,45.224480,96.580210
Phase_12,Remove temp prop [Phase_12],0.000000,10.675000,5,16,0.004407,-0.000607,0.004448,0.001671,0.000008,0.001671,0.000607,0.004407,-526.068630,-28.064578,-215.797132,0.000000,45.646726,96.511305
Phase_12,Remove temp prop [Phase_12],0.000000,10.550000,5,16,0.004213,-0.000606,0.004257,0.001510,0.000008,0.001510,0.000606,0.004213,-528.831758,-16.239123,-213.063900,0.000000,46.053504,93.001750
Phase_12,Remove temp prop [Phase_12],0.000000,10.425000,5,16,0.004026,-0.000604,0.004071,0.001359,0.000008,0.001359,0.000604,0.004026,-530.152192,-4.962197,-210.239801,0.000000,47.100764,87.733903
Phase_12,Remove temp prop [Phase_12],0.000000,10.300000,5,16,0.003846,-0.000603,0.003893,0.001216,0.000008,0.001216,0.000603,0.003846,-530.098396,5.709982,-207.309281,0.000000,48.637289,82.356987
Phase_12,Remove temp prop [Phase_12],0.000000,10.300000,5,17,0.003846,-0.000603,0.003893,0.001216,0.000008,0.001216,0.000603,0.003846,-530.098396,5.701072,-207.321457,0.000000,48.637289,82.356987
Phase_12,Remove temp prop [Phase_12],0.000000,10.192857,5,17,0.003696,-0.000602,0.003745,0.001100,0.000008,0.001100,0.000602,0.003696,-529.017747,14.492994,-204.535808,0.000000,50.235391,82.203319
Phase_12,Remove temp prop [Phase_12],0.000000,10.085714,5,17,0.003551,-0.000601,0.003601,0.000991,0.000008,0.000991,0.000601,0.003551,-526.990583,23.328767,-201.702378,0.000000,50.952920,83.022039
Phase_12,Remove temp prop [Phase_12],0.000000,9.978571,5,17,0.003411,-0.000600,0.003463,0.000887,0.000008,0.000887,0.000600,0.003411,-524.017618,32.163197,-198.847359,0.000000,50.638414,82.178272
Phase_12,Remove temp prop [Phase_12],0.000000,9.871429,5,17,0.003275,-0.000598,0.003329,0.000789,0.000008,0.000789,0.000598,0.003275,-520.100737,40.951094,-195.996945,0.000000,49.819147,81.667354
Phase_12,Remove temp prop [Phase_12],0.000000,9.871429,5,18,0.003275,-0.000598,0.003329,0.000789,0.000008,0.000789,0.000598,0.003275,-520.100737,40.893973,-196.084201,0.000000,49.819147,81.667354
Phase_12,Remove temp prop [Phase_12],0.000000,9.764286,5,18,0.003144,-0.000597,0.003200,0.000697,0.000008,0.000697,0.000597,0.003144,-515.248196,49.676599,-193.174781,0.000000,50.811654,80.687237
Phase_12,Remove temp prop [Phase_12],0.000000,9.657143,5,18,0.003017,-0.000596,0.003076,0.000610,0.000008,0.000610,0.000596,0.003017,-509.464304,58.201204,-190.349112,0.000000,50.066662,78.828760
Phase_12,Remove temp prop [Phase_12],0.000000,9.550000,5,18,0.002895,-0.000595,0.002956,0.000528,0.000008,0.000528,0.000595,0.002895,-502.784848,66.411468,-187.613745,0.000000,49.125834,74.818909
Phase_12,Remove temp prop [Phase_12],0.000000,9.442857,5,18,0.002778,-0.000594,0.002841,0.000451,0.000007,0.000451,0.000594,0.002778,-495.247163,74.251072,-184.975230,0.000000,48.439384,69.978664
Phase_12,Remove temp prop [Phase_12],0.000000,9.442857,5,19,0.002778,-0.000594,0.002841,0.000451,0.000007,0.000451,0.000594,0.002778,-495.247163,74.298558,-184.949745,0.000000,48.439384,69.978664
Phase_12,Remove temp prop [Phase_12],0.000000,9.335714,5,19,0.002665,-0.000593,0.002730,0.000379,0.000007,0.000379,0.000593,0.002665,-486.904787,81.447969,-182.361401,0.000000,48.539387,66.439721
Phase_12,Remove temp prop [Phase_12],0.000000,9.228571,5,19,0.002556,-0.000592,0.002624,0.000312,0.000007,0.000312,0.000592,0.002556,-477.796496,88.524323,-179.702120,0.000000,49.219821,65.409236
Phase_12,Remove temp prop [Phase_12],0.000000,9.121429,5,19,0.002451,-0.000591,0.002522,0.000249,0.000007,0.000249,0.000591,0.002451,-467.932791,95.547829,-176.976801,0.000000,49.772229,65.453105
Phase_12,Remove temp prop [Phase_12],0.000000,9.014286,5,19,0.002351,-0.000590,0.002424,0.000190,0.000007,0.000191,0.000590,0.002351,-457.323265,102.538695,-174.190343,0.000000,48.925305,62.204627
Phase_12,Remove temp prop [Phase_12],0.000000,9.014286,5,20,0.002351,-0.000590,0.002424,0.000190,0.000007,0.000191,0.000590,0.002351,-457.323265,102.429186,-174.232984,0.000000,48.925305,62.204627
Phase_12,Remove temp prop [Phase_12],0.000000,8.907143,5,20,0.002254,-0.000589,0.002330,0.000136,0.000007,0.000136,0.000589,0.002254,-446.003016,108.833304,-171.623764,0.000000,48.036708,56.931662
Phase_12,Remove temp prop [Phase_12],0.000000,8.800000,5,20,0.002162,-0.000588,0.002241,0.000085,0.000007,0.000086,0.000588,0.002162,-434.023246,114.630155,-169.095309,0.000000,47.231549,51.315147
Phase_12,Remove temp prop [Phase_12],0.000000,8.692857,5,20,0.002073,-0.000587,0.002155,0.000039,0.000007,0.000039,0.000587,0.002073,-421.455811,119.808532,-166.646468,0.000000,46.550428,45.385552
Phase_12,Remove temp prop [Phase_12],0.000000,8.585714,5,20,0.001988,-0.000586,0.002073,-0.000004,0.000007,0.000008,0.000586,0.001988,-408.372739,124.357227,-164.276088,0.000000,45.921010,39.589206
Phase_12,Remove temp prop [Phase_12],0.000000,8.585714,5,21,0.001988,-0.000586,0.002073,-0.000004,0.000007,0.000008,0.000586,0.001988,-408.372739,124.365886,-164.270335,0.000000,45.921010,39.589206
Phase_12,Remove temp prop [Phase_12],0.000000,8.478571,5,21,0.001907,-0.000586,0.001995,-0.000044,0.000006,0.000045,0.000586,0.001907,-394.835831,128.280002,-161.950331,0.000000,45.556899,33.676889
Phase_12,Remove temp prop [Phase_12],0.000000,8.371429,5,21,0.001829,-0.000585,0.001920,-0.000081,0.000006,0.000081,0.000585,0.001829,-380.905971,131.580335,-159.663286,0.000000,45.221430,27.891156
Phase_12,Remove temp prop [Phase_12],0.000000,8.264286,5,21,0.001755,-0.000584,0.001849,-0.000114,0.000006,0.000114,0.000584,0.001755,-366.655403,134.267837,-157.409727,0.000000,44.931741,22.236150
Phase_12,Remove temp prop [Phase_12],0.000000,8.157143,5,21,0.001684,-0.000583,0.001782,-0.000145,0.000006,0.000145,0.000583,0.001684,-352.156238,136.343463,-155.190184,0.000000,44.695182,16.750642
Phase_12,Remove temp prop [Phase_12],0.000000,8.157143,5,22,0.001684,-0.000583,0.001782,-0.000145,0.000006,0.000145,0.000583,0.001684,-352.156238,136.361016,-155.184775,0.000000,44.695182,16.750642
Phase_12,Remove temp prop [Phase_12],0.000000,8.050000,5,22,0.001615,-0.000582,0.001717,-0.000173,0.000006,0.000173,0.000582,0.001615,-337.464588,137.856637,-152.989795,0.000000,44.465232,11.467291
Phase_12,Remove temp prop [Phase_12],0.000000,7.942857,5,22,0.001550,-0.000581,0.001655,-0.000198,0.000006,0.000198,0.000581,0.001550,-322.634680,138.815917,-150.811674,0.000000,44.279215,6.390468
Phase_12,Remove temp prop [Phase_12],0.000000,7.835714,5,22,0.001488,-0.000580,0.001597,-0.000221,0.000006,0.000221,0.000580,0.001488,-307.730412,139.243857,-148.650743,0.000000,44.144301,1.547852
Phase_12,Remove temp prop [Phase_12],0.000000,7.728571,5,22,0.001428,-0.000580,0.001541,-0.000241,0.000006,0.000241,0.000580,0.001428,-292.815494,139.145455,-146.507336,0.000000,44.060148,-3.059192
Phase_12,Remove temp prop [Phase_12],0.000000,7.728571,5,23,0.001428,-0.000580,0.001541,-0.000241,0.000006,0.000241,0.000580,0.001428,-292.815494,139.166647,-146.503613,0.000000,44.060148,-3.059192
Phase_12,Remove temp prop [Phase_12],0.000000,7.621429,5,23,0.001370,-0.000579,0.001488,-0.000259,0.000006,0.000259,0.000579,0.001370,-277.935286,138.587079,-144.364135,0.000000,44.014557,-7.436436
Phase_12,Remove temp prop [Phase_12],0.000000,7.514286,5,23,0.001316,-0.000578,0.001437,-0.000276,0.000006,0.000276,0.000578,0.001316,-263.133954,137.570595,-142.226980,0.000000,43.967391,-11.592829
Phase_12,Remove temp prop [Phase_12],0.000000,7.407143,5,23,0.001263,-0.000577,0.001389,-0.000290,0.000006,0.000290,0.000577,0.001263,-248.464368,136.125245,-140.092702,0.000000,43.960849,-15.442821
Phase_12,Remove temp prop [Phase_12],0.000000,7.300000,5,23,0.001212,-0.000576,0.001342,-0.000303,0.000005,0.000303,0.000576,0.001212,-233.979184,134.259076,-137.961855,0.000000,44.003831,-18.988955
Phase_12,Remove temp prop [Phase_12],0.000000,7.300000,5,24,0.001212,-0.000576,0.001342,-0.000303,0.000005,0.000303,0.000576,0.001212,-233.979184,134.283931,-137.958123,0.000000,44.003831,-18.988955
Phase_12,Remove temp prop [Phase_12],0.000000,7.192857,5,24,0.001164,-0.000576,0.001298,-0.000314,0.000005,0.000314,0.000576,0.001164,-219.711366,132.055672,-135.829960,0.000000,43.864181,-22.253355
Phase_12,Remove temp prop [Phase_12],0.000000,7.085714,5,24,0.001117,-0.000575,0.001256,-0.000323,0.000005,0.000323,0.000575,0.001117,-205.692919,129.513077,-133.713440,0.000000,43.738677,-25.260014
Phase_12,Remove temp prop [Phase_12],0.000000,6.978571,5,24,0.001072,-0.000574,0.001216,-0.000331,0.000005,0.000331,0.000574,0.001072,-191.963033,126.665572,-131.609804,0.000000,43.623640,-27.945641
Phase_12,Remove temp prop [Phase_12],0.000000,6.871429,5,24,0.001029,-0.000573,0.001178,-0.000338,0.000005,0.000338,0.000573,0.001029,-178.560685,123.522580,-129.520296,0.000000,43.533875,-30.346816
Phase_12,Remove temp prop [Phase_12],0.000000,6.871429,5,25,0.001029,-0.000573,0.001178,-0.000338,0.000005,0.000338,0.000573,0.001029,-178.560685,123.544081,-129.516163,0.000000,43.533875,-30.346816
Phase_12,Remove temp prop [Phase_12],0.000000,6.764286,5,25,0.000987,-0.000573,0.001141,-0.000344,0.000005,0.000344,0.000573,0.000987,-165.506029,120.163511,-127.435291,0.000000,43.498601,-32.485519
Phase_12,Remove temp prop [Phase_12],0.000000,6.657143,5,25,0.000947,-0.000572,0.001106,-0.000349,0.000005,0.000349,0.000572,0.000947,-152.818722,116.581880,-125.350019,0.000000,43.516385,-34.397015
Phase_12,Remove temp prop [Phase_12],0.000000,6.550000,5,25,0.000908,-0.000571,0.001073,-0.000352,0.000005,0.000352,0.000571,0.000908,-140.525333,112.806690,-123.261023,0.000000,43.568129,-36.098996
Phase_12,Remove temp prop [Phase_12],0.000000,6.442857,5,25,0.000870,-0.000571,0.001040,-0.000355,0.000005,0.000355,0.000571,0.000870,-128.652318,108.845445,-121.168978,0.000000,43.625122,-37.638071
Phase_12,Remove temp prop [Phase_12],0.000000,6.442857,5,26,0.000870,-0.000571,0.001040,-0.000355,0.000005,0.000355,0.000571,0.000870,-128.652318,108.856958,-121.168298,0.000000,43.625122,-37.638071
Phase_12,Remove temp prop [Phase_12],0.000000,6.335714,5,26,0.000833,-0.000570,0.001009,-0.000357,0.000005,0.000357,0.000570,0.000833,-117.210792,104.743901,-119.057841,0.000000,43.867372,-39.006093
Phase_12,Remove temp prop [Phase_12],0.000000,6.228571,5,26,0.000797,-0.000569,0.000980,-0.000358,0.000005,0.000358,0.000569,0.000797,-106.212080,100.499202,-116.922813,0.000000,44.083410,-40.216800
Phase_12,Remove temp prop [Phase_12],0.000000,6.121429,5,26,0.000762,-0.000569,0.000951,-0.000358,0.000005,0.000359,0.000569,0.000762,-95.674832,96.126755,-114.764793,0.000000,44.296593,-41.390992
Phase_12,Remove temp prop [Phase_12],0.000000,6.014286,5,26,0.000728,-0.000568,0.000923,-0.000358,0.000005,0.000359,0.000568,0.000728,-85.617726,91.630453,-112.585363,0.000000,44.566622,-42.453057
Phase_12,Remove temp prop [Phase_12],0.000000,6.014286,5,27,0.000728,-0.000568,0.000923,-0.000358,0.000005,0.000359,0.000568,0.000728,-85.617726,91.634522,-112.582102,0.000000,44.566622,-42.453057
Phase_12,Remove temp prop [Phase_12],0.000000,5.907143,5,27,0.000694,-0.000567,0.000897,-0.000358,0.000005,0.000358,0.000567,0.000694,-76.047642,87.028140,-110.367070,0.000000,44.916424,-43.510026
Phase_12,Remove temp prop [Phase_12],0.000000,5.800000,5,27,0.000661,-0.000567,0.000871,-0.000357,0.000005,0.000357,0.000567,0.000661,-66.972967,82.311788,-108.112011,0.000000,45.270756,-44.514331
Phase_12,Remove temp prop [Phase_12],0.000000,5.692857,5,27,0.000629,-0.000566,0.000846,-0.000356,0.000005,0.000356,0.000566,0.000629,-58.409103,77.489597,-105.818167,0.000000,45.640489,-45.485920
Phase_12,Remove temp prop [Phase_12],0.000000,5.585714,5,27,0.000597,-0.000566,0.000822,-0.000354,0.000004,0.000354,0.000566,0.000597,-50.371481,72.565695,-103.486780,0.000000,46.011998,-46.509636
Phase_12,Remove temp prop [Phase_12],0.000000,5.585714,5,28,0.000597,-0.000566,0.000822,-0.000354,0.000004,0.000354,0.000566,0.000597,-50.371481,72.561199,-103.485226,0.000000,46.011998,-46.509636
Phase_12,Remove temp prop [Phase_12],0.000000,5.478571,5,28,0.000565,-0.000565,0.000799,-0.000352,0.000004,0.000352,0.000565,0.000565,-42.867514,67.522969,-101.113304,0.000000,46.396305,-47.605221
Phase_12,Remove temp prop [Phase_12],0.000000,5.371429,5,28,0.000534,-0.000564,0.000777,-0.000350,0.000004,0.000350,0.000564,0.000534,-35.906878,62.361674,-98.697946,0.000000,46.784881,-48.708519
Phase_12,Remove temp prop [Phase_12],0.000000,5.264286,5,28,0.000502,-0.000564,0.000755,-0.000348,0.000004,0.000348,0.000564,0.000502,-29.505504,57.080074,-96.240797,0.000000,47.176471,-49.851158
Phase_12,Remove temp prop [Phase_12],0.000000,5.157143,5,28,0.000472,-0.000563,0.000735,-0.000345,0.000004,0.000345,0.000563,0.000472,-23.679418,51.680929,-93.743505,0.000000,47.622312,-51.193866
Phase_12,Remove temp prop [Phase_12],0.000000,5.157143,5,29,0.000472,-0.000563,0.000735,-0.000345,0.000004,0.000345,0.000563,0.000472,-23.679418,51.653942,-93.738414,0.000000,47.622312,-51.193866
Phase_12,Remove temp prop [Phase_12],0.000000,5.050000,5,29,0.000441,-0.000563,0.000715,-0.000343,0.000004,0.000343,0.000563,0.000441,-18.440281,46.134867,-91.202805,0.000000,47.898923,-52.408943
Phase_12,Remove temp prop [Phase_12],0.000000,4.942857,5,29,0.000410,-0.000562,0.000696,-0.000340,0.000004,0.000340,0.000562,0.000410,-13.800189,40.429534,-88.629371,0.000000,48.228200,-53.960903
Phase_12,Remove temp prop [Phase_12],0.000000,4.835714,5,29,0.000379,-0.000562,0.000678,-0.000337,0.000004,0.000337,0.000562,0.000379,-9.781751,34.529664,-86.019376,0.000000,48.581453,-56.040704
Phase_12,Remove temp prop [Phase_12],0.000000,4.728571,5,29,0.000349,-0.000561,0.000661,-0.000335,0.000004,0.000335,0.000561,0.000349,-6.408049,28.426977,-83.374086,0.000000,48.943461,-58.324005
Phase_12,Remove temp prop [Phase_12],0.000000,4.728571,5,30,0.000349,-0.000561,0.000661,-0.000335,0.000004,0.000335,0.000561,0.000349,-6.408049,28.359883,-83.548072,0.000000,48.943461,-58.324005
Phase_12,Remove temp prop [Phase_12],0.000000,4.621429,5,30,0.000318,-0.000561,0.000645,-0.000332,0.000004,0.000332,0.000561,0.000318,-3.704349,22.049509,-80.595174,0.000000,48.856054,-61.113511
Phase_12,Remove temp prop [Phase_12],0.000000,4.514286,5,30,0.000287,-0.000560,0.000630,-0.000330,0.000004,0.000330,0.000560,0.000287,-1.699504,15.281960,-78.171756,0.000000,45.852617,-64.823507
Phase_12,Remove temp prop [Phase_12],0.000000,4.407143,5,30,0.000256,-0.000560,0.000616,-0.000327,0.000004,0.000327,0.000560,0.000256,-0.446550,8.019577,-76.441999,0.000000,35.906321,-70.351413
Phase_12,Remove temp prop [Phase_12],0.000000,4.300000,5,30,0.000225,-0.000560,0.000603,-0.000325,0.000004,0.000325,0.000560,0.000225,0.000000,0.224701,-75.570081,0.000000,14.482045,-81.951574
Phase_9,ULS1 max cantilever [Phase_9],0.000000,18.200000,5,1,0.001789,-0.000605,0.001889,0.001500,0.000008,0.001500,0.000605,0.001789,0.000000,0.116478,-0.460736,0.000000,0.000000,0.000000
Phase_9,ULS1 max cantilever [Phase_9],0.000000,18.075000,5,1,0.001759,-0.000605,0.001860,0.001474,0.000008,0.001474,0.000605,0.001759,-0.028698,-0.559254,-3.747652,0.000000,-2.502425,-5.350471
Phase_9,ULS1 max cantilever [Phase_9],0.000000,17.950000,5,1,0.001729,-0.000605,0.001832,0.001448,0.000008,0.001448,0.000605,0.001729,-0.137850,-1.197632,-7.086732,0.000000,-2.937729,-4.417432
Phase_9,ULS1 max cantilever [Phase_9],0.000000,17.825000,5,1,0.001698,-0.000605,0.001803,0.001422,0.000008,0.001422,0.000605,0.001698,-0.329153,-1.859499,-10.470304,0.000000,-3.173968,-5.726329
Phase_9,ULS1 max cantilever [Phase_9],0.000000,17.700000,5,1,0.001668,-0.000605,0.001774,0.001396,0.000008,0.001396,0.000605,0.001668,-0.606645,-2.605697,-13.890694,0.000000,-3.949073,-6.985272
Phase_9,ULS1 max cantilever [Phase_9],0.000000,17.700000,5,2,0.001668,-0.000605,0.001774,0.001396,0.000008,0.001396,0.000605,0.001668,-0.606645,-2.649469,-13.905851,0.000000,-4.269873,-6.985272
Phase_9,ULS1 max cantilever [Phase_9],0.000000,17.575000,5,2,0.001638,-0.000605,0.001746,0.001370,0.000008,0.001370,0.000605,0.001638,-0.992495,-3.571766,-17.513703,0.000000,-5.215382,-8.125709
Phase_9,ULS1 max cantilever [Phase_9],0.000000,17.450000,5,2,0.001607,-0.000605,0.001717,0.001344,0.000008,0.001344,0.000605,0.001607,-1.508857,-4.704500,-21.232433,0.000000,-6.178422,-10.446856
Phase_9,ULS1 max cantilever [Phase_9],0.000000,17.325000,5,2,0.001577,-0.000605,0.001689,0.001318,0.000008,0.001318,0.000605,0.001577,-2.175011,-5.984183,-25.050705,0.000000,-6.832433,-10.477152
Phase_9,ULS1 max cantilever [Phase_9],0.000000,17.200000,5,2,0.001547,-0.000605,0.001661,0.001292,0.000008,0.001292,0.000605,0.001547,-3.007871,-7.347327,-28.957183,0.000000,-6.554169,-9.138965
Phase_9,ULS1 max cantilever [Phase_9],0.000000,17.200000,5,3,0.001547,-0.000605,0.001661,0.001292,0.000008,0.001292,0.000605,0.001547,-3.007871,-7.224781,-28.879928,0.000000,-6.225921,-9.138965
Phase_9,ULS1 max cantilever [Phase_9],0.000000,17.075000,5,3,0.001516,-0.000604,0.001632,0.001266,0.000008,0.001266,0.000604,0.001516,-3.986099,-8.413966,-32.705142,0.000000,-5.820100,-8.830832
